numero_de_cliente	foto_mes	active_quarter	cliente_vip	internet	cliente_edad	cliente_antiguedad	mrentabilidad	mrentabilidad_annual	mcomisiones	mactivos_margen	mpasivos_margen	cproductos	tpaquete1	tpaquete2	tpaquete7	tpaquete9	tcuentas	ccuenta_corriente	mcuenta_corriente_adicional	mcuenta_corriente	ccaja_ahorro	mcaja_ahorro	mcaja_ahorro_adicional	mcaja_ahorro_dolares	mdescubierto_preacordado	mcuentas_saldo	ctarjeta_debito	ctarjeta_debito_trx	mautoservicio	ctarjeta_visa	ctarjeta_visa_trx	mtarjeta_visa_consumo	ctarjeta_master	ctarjeta_master_trx	mtarjeta_master_consumo	cprestamos_personales	mprestamos_personales	cprestamos_prendarios	mprestamos_prendarios	cprestamos_hipotecarios	mprestamos_hipotecarios	cplazo_fijo	mplazo_fijo_dolares	mplazo_fijo_pesos	cinversion1	minversion1_pesos	minversion1_dolares	cinversion2	minversion2	cseguro_vida	cseguro_auto	cseguro_vivienda	cseguro_accidentes_personales	ccaja_seguridad	cpayroll_trx	mpayroll	mpayroll2	cpayroll2_trx	ccuenta_debitos_automaticos	mcuenta_debitos_automaticos	ctarjeta_visa_debitos_automaticos	mtarjeta_visa_debitos_automaticos	ctarjeta_master_debitos_automaticos	mttarjeta_master_debitos_automaticos	cpagodeservicios	mpagodeservicios	cpagomiscuentas	mpagomiscuentas	ccajeros_propios_descuentos	mcajeros_propios_descuentos	ctarjeta_visa_descuentos	mtarjeta_visa_descuentos	ctarjeta_master_descuentos	mtarjeta_master_descuentos	ccomisiones_mantenimiento	mcomisiones_mantenimiento	ccomisiones_otras	mcomisiones_otras	cforex	cforex_buy	mforex_buy	cforex_sell	mforex_sell	ctransferencias_recibidas	mtransferencias_recibidas	ctransferencias_emitidas	mtransferencias_emitidas	cextraccion_autoservicio	mextraccion_autoservicio	ccheques_depositados	mcheques_depositados	ccheques_emitidos	mcheques_emitidos	ccheques_depositados_rechazados	mcheques_depositados_rechazados	ccheques_emitidos_rechazados	mcheques_emitidos_rechazados	tcallcenter	ccallcenter_trx	thomebanking	chomebanking_trx	ccajas_trx	ccajas_consultas	ccajas_depositos	ccajas_extracciones	ccajas_otras	catm_trx	matm	catm_trx_other	matm_other	ctrx_quarter	tmobile_app	cmobile_app_trx	Master_delinquency	Master_status	Master_mfinanciacion_limite	Master_Fvencimiento	Master_Finiciomora	Master_msaldototal	Master_msaldopesos	Master_msaldodolares	Master_mconsumospesos	Master_mconsumosdolares	Master_mlimitecompra	Master_madelantopesos	Master_madelantodolares	Master_fultimo_cierre	Master_mpagado	Master_mpagospesos	Master_mpagosdolares	Master_fechaalta	Master_mconsumototal	Master_cconsumos	Master_cadelantosefectivo	Master_mpagominimo	Visa_delinquency	Visa_status	Visa_mfinanciacion_limite	Visa_Fvencimiento	Visa_Finiciomora	Visa_msaldototal	Visa_msaldopesos	Visa_msaldodolares	Visa_mconsumospesos	Visa_mconsumosdolares	Visa_mlimitecompra	Visa_madelantopesos	Visa_madelantodolares	Visa_fultimo_cierre	Visa_mpagado	Visa_mpagospesos	Visa_mpagosdolares	Visa_fechaalta	Visa_mconsumototal	Visa_cconsumos	Visa_cadelantosefectivo	Visa_mpagominimo	clase_ternaria	cluster2
19651518	202008	1	0	1	35	190	72.91	923.59	41.95	0	26.46	6	1	0	0	0	1	1	0	0	2	1644.71	0	0	1.17	1646.57	1	1	1100.56	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4138.41	0	0	0	0	0	0	0	0	4	41.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21	0	0	0	0	0	0	0	0	0	13	0	0	0	0	37908	-1490	53	0	0	0	351	0	42120	0	0	5	0	-795.6	0	368	351	1	0	0	0	0	75816	-1947	51	0	0	0	984.14	0	84240	0	0	5	0	-3032.985	0	2450	984.14	2	0	0	BAJA+2	4
19652476	202006	0	0	0	40	103	0	0	0	0	0	6	1	0	0	0	1	1	0	-47.24	2	739.77	0	0	1.17	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	126360	-638	53	0	0	0	351	0	140400	0	0	6	0	-795.6	0	2654	351	1	0	0	0	0	126360	-1369	51	0	0	0	0	0	140400	0	0	6	0	-181.01	0	2654	0	0	0	0	BAJA+2	2
19656786	202001	1	0	1	35	136	1791.79	24590.07	259.72	-124.77	1434.23	6	1	0	0	0	1	1	0	0	2	48616.61	0	285931.63	1.17	0	1	8	9024.77	1	3	10266.16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4187.43	0	0	0	0	2	3614.11	0	0	0	0	0	0	0	0	8	259.72	0	0	0	0	0	3	63135.46	4	87046.46	7	44226	0	0	0	0	0	0	0	0	0	0	1	129	0	0	0	0	0	7	44226	0	0	113	1	3	0	0	63180	-1123	53	0	0	0	351	0	70200	0	0	2	0	-795.6	0	2913	351	1	0	0	0	0	126360	-1033	51	8123.49	9504.48	0	6994.26	0	140400	0	0	2	0	-27358.74	250.92	4105	6994.26	2	0	315.9	BAJA+2	3
19657449	202005	1	0	0	54	187	2058.66	20968.28	1727.27	282.57	0.67	7	1	0	0	0	1	1	0	-7568.5	2	0	0	0	1.17	-9672.03	2	0	0	1	1	85.71	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	85.71	0	0	0	0	0	0	0	0	0	0	0	0	1	1923.24	4	1727.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	303264	-486	53	-3.81	-3.81	0	351	0	336960	0	0	4	0	-795.6	0	1722	351	1	0	0	0	0	505440	-1186	51	151.29	177	0	85.71	0	561600	0	0	4	0	0	0	5025	85.71	1	0	0	BAJA+2	2
19663000	202003	1	0	1	78	184	4907.89	25674.52	326.94	3727.09	188.25	5	1	0	0	0	1	1	0	-5158.24	2	1825.73	0	216.48	0	-5596.69	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	326.94	0	0	0	0	0	3	26519.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	20	1	4	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	7	1396362.24	-639	51	853025.67	998040.03	0	0	0	1551513.6	0	0	6	0	-25717.64	0	5594	0	0	0	441499.5	BAJA+2	2
19668121	202010	1	0	0	42	41	1627.48	27315.07	872.07	-83.83	729.48	9	1	0	0	0	1	1	0	-2304.04	2	22069.59	0	544.36	1.17	4619.06	1	22	40820.65	1	10	19751.14	1	11	33605.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	4804.93	0	0	0	0	6	643.5	0	0	0	0	0	0	0	0	10	872.07	0	0	0	0	0	10	67058.31	7	117412.47	0	0	0	0	0	0	0	0	0	0	0	0	1	26	0	0	0	0	0	0	0	0	0	268	0	1	0	0	202176	-119	53	33678.87	33678.87	0	19941.7	0	224640	0	0	3	0	-13498.02	0	997	19941.7	7	0	1415.7	0	0	202176	-2067	51	19438.13	22651.92	90.68	12479.65	1.61	224640	0	0	3	0	-19403.56	1.15	1224	12479.65	7	0	3779.1	BAJA+2	1
19672846	202007	0	0	0	44	38	115.97	6486.59	0	99.11	0.01	6	1	0	0	0	1	1	0	-3672.33	2	0	0	0	1.17	-3722.91	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252720	-698	53	-0.32	-0.32	0	351	0	280800	0	0	2	0	-795.6	0	1149	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	6
19679120	202006	0	0	0	38	187	0	0	0	0	0	8	1	0	0	0	1	1	0	-195090.94	2	33.47	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	7605	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	490230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	9	0	-1156	53	0	0	0	351	0	1108224	0	0	20	0	-795.6	0	5054	351	1	0	0	0	9	335.79	-1156	51	0	0	0	984.14	0	1845043.2	0	0	20	0	-3032.985	0	5054	984.14	2	0	0	BAJA+2	4
19688934	202003	1	0	1	34	184	1106.84	7679.24	1518.6	-694.59	342.66	6	1	0	0	0	1	1	0	-105.11	2	10109.23	0	0	1.17	-1629.36	1	0	0	1	12	13923.08	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	6	1518.6	0	0	0	0	0	1	19779.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	33	0	0	0	0	0	0	0	0	0	33	0	0	0	0	63180	-1035	53	0	0	0	351	0	70200	0	0	6	0	-795.6	0	2997	351	1	0	0	0	0	75816	-1247	51	11944.63	13975.21	0	12785.65	0	84240	0	0	6	13975.21	-7021.56	0	4978	12785.65	10	0	1123.2	BAJA+2	1
19689295	202001	1	0	1	39	137	1126.19	11403.79	656.96	400.63	0.42	7	1	0	0	0	1	1	0	-12180.55	2	0	0	46.58	1.17	-12327.7	1	0	0	1	1	31.69	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31.69	0	0	0	0	0	0	0	0	0	0	0	0	1	647.92	8	656.96	0	0	0	0	0	2	4680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	20	1	19	0	0	252720	-942	53	0	0	0	351	0	280800	0	0	2	0	-795.6	0	3452	351	1	0	0	0	0	252720	-1581	51	29.65	34.69	0	31.69	0	280800	0	0	9	0	-67.13	0	3551	31.69	1	0	0	BAJA+2	2
19695710	202010	1	0	0	61	22	-18.46	13377.53	-572.18	0	473.27	7	1	0	0	0	1	1	0	0	2	29668.33	0	0	1.17	832.7	1	11	16331.51	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	38984.4	0	0	1	31.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-572.18	0	0	0	0	0	4	61360.65	4	24570	12	45630	0	0	0	0	0	0	0	0	0	0	1	66	0	0	0	0	0	0	0	12	45630	99	0	1	0	0	126360	-1552	53	0	0	0	351	0	140400	0	0	3	0	-795.6	0	277	351	1	0	0	0	0	126360	-1917	51	0	0	0	984.14	0	140400	0	0	3	0	-3032.985	0	277	984.14	2	0	0	BAJA+2	4
19704922	202001	1	0	1	33	92	1920.71	19664.29	1628.97	-165.04	414.39	7	1	0	0	0	1	1	0	0	2	18516.49	0	63605.69	1.17	67413.69	1	26	18407.78	1	11	6659.85	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1591.74	3	3675	0	0	0	0	5	6103.44	0	0	0	0	0	0	1	1361.45	14	1628.97	0	0	0	0	0	2	61776	8	22072.05	0	0	0	0	0	0	0	0	0	0	0	0	1	29	0	0	0	0	0	0	0	0	0	160	1	55	0	0	63180	-1123	53	0	0	0	351	0	70200	0	0	2	0	-795.6	0	1807	351	1	0	0	0	0	63180	-1734	51	5763.51	6673.52	69.77	3742.9	0.79	70200	0	0	2	0	-9329.04	0	2658	3742.9	6	0	386.1	BAJA+2	1
19710470	202005	1	0	1	69	186	2789.5	52590.45	25.51	-7.7	2370.08	8	1	0	0	0	1	1	0	0	2	165662.79	0	2445.67	1.17	213539.26	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	25.51	0	0	0	0	0	2	213246.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	30	1	14	0	0	126360	-698	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	2597	351	1	0	0	0	0	126360	-1429	51	0	0	0	0	0	140400	0	0	4	0	-1918.2	0	2597	0	0	0	0	BAJA+2	2
19725232	202011	0	0	0	49	11	1274.02	2501.23	1221.91	44.54	0	6	1	0	0	0	1	1	0	-1887.02	2	0	0	0	1.17	-3327.08	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	2	1221.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63180	-1550	53	0	0	0	351	0	70200	0	0	5	0	-795.6	0	305	351	1	0	0	0	0	151632	-1915	51	0	0	0	984.14	0	168480	0	0	5	0	-3032.985	0	305	984.14	2	0	0	BAJA+2	5
19731757	202003	1	0	1	39	65	1687.88	17228.28	1430.39	-28.11	248.19	7	1	0	0	0	1	1	0	0	3	9448.12	832.6	84.48	1.17	10807.69	2	10	27334.55	1	1	672.75	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1519.91	0	0	0	0	0	0	1	1361.45	8	1430.39	0	0	0	0	0	5	48463.74	2	10955.93	2	11700	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	11700	0	0	71	1	40	0	0	101088	-973	53	0	0	0	351	0	112320	0	0	6	0	-795.6	0	1960	351	1	0	0	0	0	101088	-1338	51	583.63	682.84	0	0	0	112320	0	0	6	0	-2928.08	0	1960	0	0	0	70.2	BAJA+2	3
19744047	202002	1	0	1	35	182	11206.1	51032.06	198.3	9226.28	182.1	7	1	0	0	0	1	1	0	-5270	2	6198.01	0	200.15	0	-7349.98	1	12	12126.53	0	0	0	0	0	0	3	86076.54	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	11954.18	0	0	2	2659.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	198.3	2	1	11.7	1	11.7	1	11700	4	27846	2	5850	0	0	0	0	0	0	0	0	0	0	1	22	0	0	0	0	0	0	0	2	5850	136	1	189	1	7	0	-760	82	118695.23	118695.23	0	0	0	70200	0	0	3	0	0	0	2186	0	0	0	118684.8	1	7	0	-1125	83	150918.55	176574.7	0	0	0	140400	0	0	3	0	0	0	2186	0	0	0	176564.7	BAJA+2	2
19745329	202010	0	0	0	54	190	0	213.06	0	0	0	7	1	0	0	0	2	1	0	0	2	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1133686.12	-759	53	0	0	0	351	0	1259651.25	0	0	3	0	-795.6	0	4749	351	1	0	0	0	0	1133686.12	-821	51	0	0	0	984.14	0	1259651.25	0	0	3	0	-3032.985	0	5759	984.14	2	0	0	BAJA+2	4
19745533	202003	1	0	1	43	143	1649.58	14131.2	1293.93	279.33	24.64	5	1	0	0	0	1	1	0	0	2	1517.86	0	0	1.17	672.35	2	0	0	0	0	0	0	0	0	1	21675.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1199	4	1293.93	0	0	0	0	0	1	4680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	0	0	0	0	0	18	1	1	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	2
19748282	202011	1	0	0	40	95	1415.87	336.97	1221.91	149.99	15.79	7	1	0	0	0	1	1	0	-487.86	2	166.67	0	0	1.17	-1728.21	1	0	0	1	1	11700	1	0	0	2	13229.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	2	1221.91	0	0	0	0	0	1	16965	1	351	0	0	0	0	0	0	0	0	0	0	0	0	1	73	0	0	0	0	0	0	0	0	0	21	0	1	0	9	63180	-1307	53	0	0	0	351	0	70200	0	0	5	0	-795.6	0	1636	351	1	0	0	0	0	126360	-1156	51	10350	12109.5	0	0	0	140400	0	0	5	0	-12109.5	0	2878	0	0	0	1579.5	BAJA+2	3
19748379	202001	1	0	1	36	181	3576.36	49041.9	576.31	2151.24	412.9	9	1	0	0	0	1	1	0	-5614.01	2	5335.39	0	0	1.17	-14643.19	1	16	13219.85	1	14	7223.77	1	3	4292.73	3	220500.41	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	14884.74	0	0	0	0	4	733	3	4292.73	2	351	0	0	0	0	0	0	0	0	0	0	19	576.31	0	0	0	0	0	1	8309.34	0	0	1	5850	0	0	0	0	0	0	0	0	1	6	1	61	1	1	0	1	0	1	5850	0	0	152	0	0	0	0	101088	-577	53	4420.27	4420.27	0	4292.73	0	112320	0	0	2	0	-168.66	0	1642	4292.73	3	0	292.5	0	0	101088	-1520	51	11315.66	13239.32	0	1318	0	112320	0	0	2	0	-10512.11	0	5072	1318	5	0	6867.9	BAJA+2	1
19757923	202003	1	0	1	38	43	182.07	13717.77	25.92	11.7	121.76	6	1	0	0	0	1	1	0	4563.43	2	2940.08	0	1.5	1.17	3371.33	2	6	3399.54	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3151.58	0	0	0	0	0	0	1	235.63	0	0	0	0	0	0	0	0	4	25.92	0	0	0	0	0	1	5850	0	0	1	4680	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4680	0	0	34	1	46	0	0	101088	-1766	53	0	0	0	351	0	112320	0	0	6	0	-795.6	0	1185	351	1	0	0	0	0	202176	-2220	51	0	0	0	984.14	0	224640	0	0	6	0	-3032.985	0	1070	984.14	2	0	0	BAJA+2	4
19759849	202010	1	0	0	39	15	36.48	5541.82	62.47	-31.08	8.86	7	1	0	0	0	1	1	0	0	2	555.39	0	0	1.17	204.58	1	0	0	1	1	242.34	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	62.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	13	0	0	0	0	202176	-1399	53	0	0	0	0	0	224640	0	0	3	0	-927.52	0	432	0	0	0	0	0	0	202176	-1764	51	207.13	242.34	0	0	0	224640	0	0	3	0	-242.34	0	432	0	0	0	23.4	BAJA+2	4
19763993	202006	0	0	0	80	186	0	0	0	0	0	10	1	0	0	0	1	1	0	-3488.96	3	0	82539.46	0	1.17	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	141881.22	0	0	0	0	1	9081	0	0	1	0	0	0	0	0	0	1	561.6	1	1509.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	50544	-1613	53	0	0	0	351	0	56160	0	0	-1	0	-795.6	0	225	351	1	0	0	0	0	63180	-1978	51	1305.49	1527.42	0	1509.31	0	70200	0	0	-1	0	-1379.37	0	225	1509.31	1	0	70.2	BAJA+2	2
19773119	202005	1	0	0	39	185	1554.11	71878.29	0	1325.03	3.27	6	1	0	0	0	1	1	0	-234061.16	2	0	0	0	0	-233655.44	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7261.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	2
19785899	202003	1	0	1	34	122	680.07	5933.88	709.61	-80.7	55.45	9	1	0	0	0	1	1	0	-264.93	2	2.62	0	0	1.17	2.04	1	0	0	1	4	4572.76	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	4	4572.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	709.61	0	0	0	0	0	1	4212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	81	0	0	0	0	0	0	0	0	0	18	0	0	0	0	252720	-1094	53	0	0	0	351	0	280800	0	0	6	0	-795.6	0	2946	351	1	0	0	0	0	252720	-1094	51	3955.25	4627.64	0	4572.76	0	280800	0	0	6	0	-4183.95	0	2946	4572.76	4	0	234	BAJA+2	1
19786710	202003	1	0	1	40	82	1633.6	21777.03	1321.6	254.89	11.77	6	1	0	0	0	1	1	0	-497.48	2	602.8	0	27.15	1.17	-1971.14	1	0	0	1	2	969.93	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	4	1321.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	49	0	0	0	0	0	0	0	0	0	25	0	0	0	0	75816	-1338	53	0	0	0	0	0	84240	0	0	6	0	-430.56	0	1589	0	0	0	0	0	0	126360	-1704	51	6378.51	7462.85	0	-6.15	4.99	140400	0	0	6	0	-7967.7	0	1589	-6.15	2	0	807.3	BAJA+2	3
19793273	202011	1	0	0	40	16	1077.23	2789.28	978.74	4.72	79.46	6	1	0	0	0	1	1	0	3608.8	2	761.13	0	0	1.17	-1493.77	2	4	3391.83	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4308.31	0	0	0	0	0	0	3	6946.65	0	0	0	0	0	0	1	1361.45	6	978.74	0	0	0	0	0	2	4658.5	0	0	4	20475	1	23729.94	0	0	0	0	0	0	0	0	1	3	1	0	1	0	0	4	20475	0	0	90	0	1	0	0	63180	-1642	53	0	0	0	351	0	70200	0	0	5	0	-795.6	0	186	351	1	0	0	0	0	88452	-2007	51	0	0	0	984.14	0	98280	0	0	5	0	-3032.985	0	186	984.14	2	0	0	BAJA+2	4
19795610	202003	1	0	0	43	97	1231.1	4020.58	1221.91	2.69	5.17	4	1	0	0	0	1	1	0	-90.41	2	240.71	0	0	0	-1401.47	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	2	1221.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	5
19796889	202004	1	0	1	43	45	-7755	11781.13	209.65	-6815.4	8	4	1	0	0	1	1	1	0	-447635.02	4	585.79	0	0	0	-447635.02	1	3	17437.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4.23	6	209.65	0	0	0	0	0	2	17508.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	18	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	2
19803690	202011	1	0	0	45	191	621.65	9498.21	154.14	235.7	163.88	6	1	0	0	0	1	1	0	0	3	7983.37	0	7.6	1.17	4269.41	1	1	3322.8	1	1	6739.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	14829.53	3	3339.92	0	0	0	0	0	0	1	-1361.45	4	154.14	0	0	0	0	0	3	25740	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	53	0	1	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	176904	-2007	51	5829.43	6820.43	0	0	0	196560	0	0	5	0	-6820.43	0	5691	0	0	0	748.8	BAJA+2	3
19820428	202001	1	0	0	73	180	1719.68	11594.36	1221.91	9.55	415.9	6	1	0	0	0	1	1	0	-4333.63	2	892.19	0	0	0	-492.51	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	31.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1361.45	2	1221.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	126360	-943	53	0	0	0	351	0	140400	0	0	4	0	-795.6	0	1532.5	351	1	0	0	0	0	126360	-1460	51	167.23	209.07	0	984.14	0	168480	0	0	4	0	-3032.985	0	1820	984.14	2	0	0	BAJA+2	5
19857553	202001	1	0	1	47	101	72.41	2490.01	7.62	46.36	9.01	5	1	0	0	0	1	1	0	-2503.12	2	0	0	0	0	-32.73	2	0	0	0	0	0	0	0	0	1	4038.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	566.56	0	0	0	0	0	0	0	0	0	0	0	0	2	7.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	28	1	18	0	7	0	-607	53	10476.78	10476.78	0	566.56	0	49140	0	0	2	0	0	0	2697	566.56	1	0	10471.5	0	7	50544	-972	51	-311.31	-118.21	-246.01	0	0	56160	0	0	2	0	0	0	3056	0	0	0	0	BAJA+2	4
